,Source,Target,Type,Id,Label,timeset,Weight,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,date,link,tweet,before/after,target,source
697,NvaIzq,MascotasSismo,Directed,770,,,1,18331,1966,1966,2017-09-21,"('NvaIzq', 'MascotasSismo')","rt @mascotassismo: alguien con material de curación veterinaria y alimento en el sur, contácteme por mensaje directo. gracias!",,MascotasSismo,NvaIzq
698,thepowerofmeow,ElNuevoDia,Directed,771,,,4,70767,600,600,2017-10-10,"('thepowerofmeow', 'ElNuevoDia')",rt @joseadelgadoend: minuto a minuto: el 16% de los abonados de la aee tienen luz @elnuevodia https://t.co/y0isokpdrc,,ElNuevoDia,thepowerofmeow
699,ElChinoLimYueng,tvnnoticias,Directed,772,,,1,18452,2087,2087,2017-09-21,"('ElChinoLimYueng', 'tvnnoticias')",rt @tvnnoticias: trabajos de @idaaninforma dejarán sin agua varios sectores de la capital este jueves. detalles:…,,tvnnoticias,ElChinoLimYueng
700,ElChinoLimYueng,IDAANinforma,Directed,773,,,1,18453,2088,2088,2017-09-21,"('ElChinoLimYueng', 'IDAANinforma')",rt @tvnnoticias: trabajos de @idaaninforma dejarán sin agua varios sectores de la capital este jueves. detalles:…,,IDAANinforma,ElChinoLimYueng
701,BinaFinkKohl,CNNEE,Directed,774,,,2,22245,107,107,2017-09-23,"('BinaFinkKohl', 'CNNEE')",rt @cnnee: #zonapop: famosos se unen para ayudar a méxico y puerto rico https://t.co/l8azo8smtu,,CNNEE,BinaFinkKohl
702,MarcoAn83830817,_Vandekamp,Directed,775,,,1,18508,2143,2143,2017-09-21,"('MarcoAn83830817', '_Vandekamp')","rt @_vandekamp: #jojutla necesita #ayuda 
esto solo es de iglesias 👇👇 necesitan aún más víveres https://t.co/mzcxar9rct",,_Vandekamp,MarcoAn83830817
703,HelioenayCastro,JeanSuriel,Directed,777,,,1,18530,2165,2165,2017-09-21,"('HelioenayCastro', 'JeanSuriel')","rt @jeansuriel: ⚠⚠ahora⚠⚠
así amanece hato mayor del rey con el paso del huracán maría. ráfagas y lluvias.
@raemjo
https://t.co/xiaijmhhxo",,JeanSuriel,HelioenayCastro
704,HelioenayCastro,raemjo,Directed,778,,,1,18531,2166,2166,2017-09-21,"('HelioenayCastro', 'raemjo')","rt @jeansuriel: ⚠⚠ahora⚠⚠
así amanece hato mayor del rey con el paso del huracán maría. ráfagas y lluvias.
@raemjo
https://t.co/xiaijmhhxo",,raemjo,HelioenayCastro
705,HelioenayCastro,acentodiario,Directed,779,,,1,18535,2170,2170,2017-09-21,"('HelioenayCastro', 'acentodiario')","rt @acentodiario: árboles derribados por fuertes vientos al aproximarse el #huracánmaría impiden el paso a higüey, via @martepiantini https…",,acentodiario,HelioenayCastro
706,HelioenayCastro,MartePiantini,Directed,780,,,1,18536,2171,2171,2017-09-21,"('HelioenayCastro', 'MartePiantini')","rt @acentodiario: árboles derribados por fuertes vientos al aproximarse el #huracánmaría impiden el paso a higüey, via @martepiantini https…",,MartePiantini,HelioenayCastro
707,Jcmartinez02,Almomentonet,Directed,781,,,1,18537,2172,2172,2017-09-21,"('Jcmartinez02', 'Almomentonet')","rt @almomentonet: el mar penetra este jueves a calles de comunidad boba, nagua, según reportes ... https://t.co/m951r6tfz2",,Almomentonet,Jcmartinez02
708,BcmCarmona,jemilio73,Directed,782,,,1,18563,2198,2198,2017-09-21,"('BcmCarmona', 'jemilio73')",rt @jemilio73: @ibepacheco más la ayuda en twitter que recibe de los guerreros del teclado y muchas otras personas que no entienden quién e…,,jemilio73,BcmCarmona
710,lpalaciosfeltes,VivelaVidapy,Directed,785,,,1,18670,2305,2305,2017-09-21,"('lpalaciosfeltes', 'VivelaVidapy')",rt @vivelavidapy: ¡hace 14 años nos despertamos temprano para que todo el paraguay amanezca felíz! ¡felicidades #vivelavida! 😍☀🌈…,,VivelaVidapy,lpalaciosfeltes
711,malvapica,HistoriaEnFotos,Directed,786,,,1,18692,2327,2327,2017-09-21,"('malvapica', 'HistoriaEnFotos')","rt @historiaenfotos: la foto que dice más que mil palabras. 

#ayudacdmx https://t.co/l6ezccgaga",,HistoriaEnFotos,malvapica
714,ProfaMariaSilva,GustavoVela71,Directed,790,,,1,19022,2657,2657,2017-09-21,"('ProfaMariaSilva', 'GustavoVela71')",rt @gustavovela71: en cdmx se rescata a las personas y se rescata a las mascotas. grandeza! #ayudacdmx #fuerzaméxico https://t.co/mhtwkthzdp,,GustavoVela71,ProfaMariaSilva
715,RochaAldape,AndyZuno,Directed,792,,,1,19053,2688,2688,2017-09-21,"('RochaAldape', 'AndyZuno')","rt @andyzuno: albergue en legaria #631, esq. calle de la moneda.
hay comida, baños, regaderas y lugar donde dormir. ayúdenme a da…",,AndyZuno,RochaAldape
716,RebeccaAguilar,LyrexMnoz,Directed,793,,,1,19065,2700,2700,2017-09-21,"('RebeccaAguilar', 'LyrexMnoz')","rt @lyrexmnoz: #partidosdennuestrodinero  #televisa #ayudamexico @epn alguna ves mi abuelo me dijo ""todo se regresa de la peor for…",,LyrexMnoz,RebeccaAguilar
717,RebeccaAguilar,EPN,Directed,794,,,1,19066,2701,2701,2017-09-21,"('RebeccaAguilar', 'EPN')","rt @lyrexmnoz: #partidosdennuestrodinero  #televisa #ayudamexico @epn alguna ves mi abuelo me dijo ""todo se regresa de la peor for…",,EPN,RebeccaAguilar
718,nyman_heidi,AndyZuno,Directed,795,,,1,19070,2705,2705,2017-09-21,"('nyman_heidi', 'AndyZuno')","rt @andyzuno: albergue en legaria #631, esq. calle de la moneda.
hay comida, baños, regaderas y lugar donde dormir. ayúdenme a da…",,AndyZuno,nyman_heidi
719,nyman_heidi,iBrenBruno,Directed,796,,,1,19071,2706,2706,2017-09-21,"('nyman_heidi', 'iBrenBruno')","rt @ibrenbruno: por favor, den rt a esta informacion! aun hay lugareees! 🇲🇽❤ 
#mexicounido #mexicoestadepie #ayudacdmx https://t.co/ak1x2cq…",,iBrenBruno,nyman_heidi
720,AgueybanaPTY,NWSSanJuan,Directed,797,,,2,21428,2009,2007,2017-09-22,"('AgueybanaPTY', 'NWSSanJuan')",rt @nwssanjuan: aviso inundaciones repentinas para quebradillas &amp; isabela hasta 2am. residentes a lo largo del rioguajataca moverse…,,NWSSanJuan,AgueybanaPTY
721,EmiBertachini,JBroguet,Directed,798,,,1,19173,2808,2808,2017-09-21,"('EmiBertachini', 'JBroguet')",rt @jbroguet: los malhumores que me agarran a veces.. ni yo me aguanto,,JBroguet,EmiBertachini
722,MarcoAn83830817,Taibo2,Directed,799,,,1,19175,2810,2810,2017-09-21,"('MarcoAn83830817', 'Taibo2')","rt @taibo2: tengo voluntarios con comida en san ángel, ¿díganme hacia dónde los muevo?  #sismoayuda",,Taibo2,MarcoAn83830817
723,BestWebEnglish,CristinaSegui_,Directed,800,,,1,19194,2829,2829,2017-09-21,"('BestWebEnglish', 'CristinaSegui_')","rt @cristinasegui_: pintadas del nacional-socialismo en la tienda de los padres de @albert_rivera: ""cerdos fascistas"" 
todo el apoyo a…",,CristinaSegui_,BestWebEnglish
724,BestWebEnglish,Albert_Rivera,Directed,801,,,1,19195,2830,2830,2017-09-21,"('BestWebEnglish', 'Albert_Rivera')","rt @cristinasegui_: pintadas del nacional-socialismo en la tienda de los padres de @albert_rivera: ""cerdos fascistas"" 
todo el apoyo a…",,Albert_Rivera,BestWebEnglish
725,TAKEBACKOCH,Spaartako,Directed,802,,,1,19197,2832,2832,2017-09-21,"('TAKEBACKOCH', 'Spaartako')",rt @spaartako: #miami ayudando a #puertorico #huracanmaria #huracan #maria vamos arriba. #sbs 🇵🇷❤💪 @ florida https://t.co/hl4hhnqnkb,,Spaartako,TAKEBACKOCH
727,RamonFebus,___izzymaria,Directed,804,,,1,19223,2858,2858,2017-09-21,"('RamonFebus', '___izzymaria')","rt @___izzymaria: @ramonfebus ""aquí tenemos luz y diesel, envialos pa'cá. pero también envíame a alguien con diesel que se me acaba""",,___izzymaria,RamonFebus
728,pesjus,CoachDeEspiritu,Directed,805,,,1,19245,2880,2880,2017-09-21,"('pesjus', 'CoachDeEspiritu')",rt @coachdeespiritu: no propagues el caos. tranquiliza tú mente. si no puedes ayudar físicamente envía paz desde tu ser  #ayudaciudadana,,CoachDeEspiritu,pesjus
729,conchitamou,CarmenYulinCruz,Directed,807,,,2,47049,2628,2628,2017-10-01,"('conchitamou', 'CarmenYulinCruz')",rt @carmenyulincruz: hoy fund jorge y laura posada trajo suministros para el hogar del niño y para mun sj. ayudamos a que los donativos…,,CarmenYulinCruz,conchitamou
730,conchitamou,SJUCiudadPatria,Directed,808,,,1,19268,2903,2903,2017-09-21,"('conchitamou', 'SJUCiudadPatria')",rt @carmenyulincruz: la ceiba frente al parque lmm aguanto.  asi aguantaremos nosotros..@sjuciudadpatria @radioislatv @primerahora https://…,,SJUCiudadPatria,conchitamou
731,conchitamou,radioislatv,Directed,809,,,1,19269,2904,2904,2017-09-21,"('conchitamou', 'radioislatv')",rt @carmenyulincruz: la ceiba frente al parque lmm aguanto.  asi aguantaremos nosotros..@sjuciudadpatria @radioislatv @primerahora https://…,,radioislatv,conchitamou
732,conchitamou,primerahora,Directed,810,,,1,19270,2905,2905,2017-09-21,"('conchitamou', 'primerahora')",rt @carmenyulincruz: la ceiba frente al parque lmm aguanto.  asi aguantaremos nosotros..@sjuciudadpatria @radioislatv @primerahora https://…,,primerahora,conchitamou
733,daneirism,capiurtecho,Directed,811,,,1,19274,2909,2909,2017-09-21,"('daneirism', 'capiurtecho')",rt @capiurtecho: nagua | poste del tendido eléctrico cae en la calle sánchez de nagua. @douglasborrell https://t.co/9zenfxsqxv,,capiurtecho,daneirism
734,daneirism,DouglasBorrell,Directed,812,,,1,19275,2910,2910,2017-09-21,"('daneirism', 'DouglasBorrell')",rt @capiurtecho: nagua | poste del tendido eléctrico cae en la calle sánchez de nagua. @douglasborrell https://t.co/9zenfxsqxv,,DouglasBorrell,daneirism
735,luisrey619,redbullMEX,Directed,813,,,1,19314,2949,2949,2017-09-21,"('luisrey619', 'redbullMEX')",rt @redbullmex: queremos llevar alas para todos los que lo necesiten. manden en cuál centro de ayuda se encuentran y trataremos de llegar h…,,redbullMEX,luisrey619
736,svdpusadisaster,TimMelino,Directed,814,,,1,19321,2956,2956,2017-09-21,"('svdpusadisaster', 'TimMelino')",rt @timmelino: eye opener: #hurricane maria cripples puerto rico https://t.co/rcuf6ajay6 #gpwx,,TimMelino,svdpusadisaster
737,maritzaaceved11,GustavoVela71,Directed,815,,,1,19325,2960,2960,2017-09-21,"('maritzaaceved11', 'GustavoVela71')",rt @gustavovela71: en cdmx se rescata a las personas y se rescata a las mascotas. grandeza! #ayudacdmx #fuerzaméxico https://t.co/mhtwkthzdp,,GustavoVela71,maritzaaceved11
738,Jkrodelo,primerahora,Directed,816,,,1,19351,2986,2986,2017-09-21,"('Jkrodelo', 'primerahora')","rt @primerahora: residente de toa baja suplica por ayuda: ""estamos pillados"" https://t.co/mykjuatp9i https://t.co/w9mov9emdo",,primerahora,Jkrodelo
739,Lyliane_M,HolaCocina,Directed,817,,,3,70651,484,484,2017-10-10,"('Lyliane_M', 'HolaCocina')",rt @holacocina: cocina casera: tres ideas para preparar unas albóndigas deliciosas. ➤ https://t.co/4gw6pssecm 😋 #recetas #cocina,,HolaCocina,Lyliane_M
740,Lyliane_M,ClaraMChef,Directed,818,,,1,19368,3003,3003,2017-09-21,"('Lyliane_M', 'ClaraMChef')","rt @holacocina: ¿pedir comida asiática o prepararlo por tu cuenta? que sea con esta #receta de chop suey por @claramchef.
➤…",,ClaraMChef,Lyliane_M
741,NvaIzq,PRD_CDMX,Directed,819,,,1,19392,3027,3027,2017-09-21,"('NvaIzq', 'PRD_CDMX')","rt @prd_cdmx: la atención psicológica también es importante, en monterrey #50, col. roma puedes recurrir a ella #ayudacdmx. https://t.co/g0…",,PRD_CDMX,NvaIzq
742,4BillLewis,Resa_Kay,Directed,820,,,1,19426,7,7,2017-09-22,"('4BillLewis', 'Resa_Kay')",rt @resa_kay: is @jlo puerto rican???? #hurricanemaria #hurricaneirma #disasterrelief4thecaribbean,,Resa_Kay,4BillLewis
743,4BillLewis,JLo,Directed,821,,,1,19427,8,8,2017-09-22,"('4BillLewis', 'JLo')",rt @resa_kay: is @jlo puerto rican???? #hurricanemaria #hurricaneirma #disasterrelief4thecaribbean,,JLo,4BillLewis
744,Alguienmas77,tvnnoticias,Directed,822,,,1,19468,49,49,2017-09-22,"('Alguienmas77', 'tvnnoticias')",rt @tvnnoticias: se registra una rotura de tubería en las colinas de san miguelito. cantidad de agua que hay en la vía impide el trá…,,tvnnoticias,Alguienmas77
745,monysalas13,MLS_402,Directed,823,,,1,19473,54,54,2017-09-22,"('monysalas13', 'MLS_402')","rt @mls_402: si #venezuela fuera un pais azul, altright, segregativo, elitesco, clasista y de ultra derecha. habria comida, medicina y dola…",,MLS_402,monysalas13
746,AgueybanaPTY,JaveColon,Directed,824,,,1,19501,82,82,2017-09-22,"('AgueybanaPTY', 'JaveColon')","rt @javecolon: msj saca ahora ciudadanos de ocean park, agua hasta el pecho, según portavoz. @elnuevodia @primerahora",,JaveColon,AgueybanaPTY
747,AgueybanaPTY,ElNuevoDia,Directed,825,,,2,22709,571,571,2017-09-23,"('AgueybanaPTY', 'ElNuevoDia')",rt @elnuevodia: en aguas buenas toda la vegetación y los árboles están devastados. #huracánmaría,,ElNuevoDia,AgueybanaPTY
748,AgueybanaPTY,primerahora,Directed,826,,,1,19503,84,84,2017-09-22,"('AgueybanaPTY', 'primerahora')","rt @javecolon: msj saca ahora ciudadanos de ocean park, agua hasta el pecho, según portavoz. @elnuevodia @primerahora",,primerahora,AgueybanaPTY
750,univisionent,JLo,Directed,829,,,1,19546,127,125,2017-09-22,"('univisionent', 'JLo')","""la devastación es para no creer"", dice @jlo al pedir ayuda para puerto rico tras el paso del huracán maría.… https://t.co/wmt37xpkqv",,JLo,univisionent
751,Lyliane_M,AFPespanol,Directed,830,,,2,51228,892,891,2017-10-03,"('Lyliane_M', 'AFPespanol')","rt @afpespanol: siete detenidos en venezuela por foto de mujeres dando a luz en sala de espera #afp 
https://t.co/fqsppvbrli",,AFPespanol,Lyliane_M
752,maritzaaceved11,AngelicaLozanoC,Directed,831,,,1,19714,295,293,2017-09-22,"('maritzaaceved11', 'AngelicaLozanoC')",rt @angelicalozanoc: jeison camargo está perdido desde el domingo. en chapinero fue visto por última vez. gracias por ayudar a encontrar…,,AngelicaLozanoC,maritzaaceved11
753,nyman_heidi,Canal_Estrellas,Directed,832,,,2,61187,2268,2268,2017-10-06,"('nyman_heidi', 'Canal_Estrellas')","rt @canal_estrellas: al igual que @_carlosrivera, tú también sigue ayudando y súmate al concierto #estamosunidosmexicanos https://t.co/prqa…",,Canal_Estrellas,nyman_heidi
754,luzellentr,JuEndrino,Directed,833,,,1,19738,319,317,2017-09-22,"('luzellentr', 'JuEndrino')","rt @juendrino: increíbles imágenes de unas rayas saltando fuera del agua, captadas por las cámaras de la bbc https://t.co/ghoq0eje38",,JuEndrino,luzellentr
755,acxis,marimagallanesc,Directed,834,,,1,19747,328,326,2017-09-22,"('acxis', 'marimagallanesc')",rt @fuerzaenaragua: reunión del comando de campaña en el municipio #zamora del estado #aragua. presente la dip. @marimagallanesc. https://t…,,marimagallanesc,acxis
756,AMartinezRivera,YanieYampier,Directed,835,,,1,19833,414,412,2017-09-22,"('AMartinezRivera', 'YanieYampier')","rt @yanieyampier: quienes se han tirado a la calle a estorbar x tomar fotos,deberían ayudar y preguntar a los q vean si se han podido comun…",,YanieYampier,AMartinezRivera
757,JannyMir,David_cmercado,Directed,836,,,1,19847,428,426,2017-09-22,"('JannyMir', 'David_cmercado')",rt @david_cmercado: emergencia: fallo en la represa de guajataca. inundaciones repentinas para isabela &amp; quebradillas. informa @nwhsanjuan…,,David_cmercado,JannyMir
758,JannyMir,NWHSanJuan,Directed,837,,,1,19848,429,427,2017-09-22,"('JannyMir', 'NWHSanJuan')",rt @david_cmercado: emergencia: fallo en la represa de guajataca. inundaciones repentinas para isabela &amp; quebradillas. informa @nwhsanjuan…,,NWHSanJuan,JannyMir
759,byleivamiguel,SkyAlertMx,Directed,838,,,1,19862,443,441,2017-09-22,"('byleivamiguel', 'SkyAlertMx')","rt @skyalertmx: ayuda internacional ha fluido muy rápido; en una primera etapa con rescatistas, y después con víveres y recursos de…",,SkyAlertMx,byleivamiguel
760,gabrielpelaeza,ElNuevoDia,Directed,840,,,6,85086,2989,2985,2017-10-14,"('gabrielpelaeza', 'ElNuevoDia')",rt @elnuevodia: aaa asegura que el agua del pozo santa rosa endorado es potable https://t.co/nomtkf2mrl https://t.co/bysikn38be,,ElNuevoDia,gabrielpelaeza
761,floralba1965,cristiang65,Directed,841,,,1,19878,459,457,2017-09-22,"('floralba1965', 'cristiang65')","rt @cristiang65: @ivanespinelm ya caerán tus negociados en el iess,le llegó la hora a paez, pronto saldrá  a la luz lo de tus clínicas de d…",,cristiang65,floralba1965
762,floralba1965,IvanEspinelM,Directed,842,,,3,27618,2704,2701,2017-09-24,"('floralba1965', 'IvanEspinelM')",rt @roxanartg: @mafervelasquez @c_fremo @ivanespinelm dejé de creer en @ivanespinelm cuando acudí  a pedir una ayuda en un momento…,,IvanEspinelM,floralba1965
763,MarcoAn83830817,gvlo2008,Directed,843,,,1,19931,512,510,2017-09-22,"('MarcoAn83830817', 'gvlo2008')","rt @gvlo2008: 🚨#ayuda
informa @jorgevergara 👇 https://t.co/aswauvbvmi",,gvlo2008,MarcoAn83830817
764,MarcoAn83830817,jorgevergara,Directed,844,,,1,19932,513,511,2017-09-22,"('MarcoAn83830817', 'jorgevergara')","rt @gvlo2008: 🚨#ayuda
informa @jorgevergara 👇 https://t.co/aswauvbvmi",,jorgevergara,MarcoAn83830817
765,Alejandra271176,AlvaradoAlfaro,Directed,845,,,1,19963,544,542,2017-09-22,"('Alejandra271176', 'AlvaradoAlfaro')","rt @alvaradoalfaro: @leonardofarkas @chicasdecalipso te esperamos con mucho cariño
#ayudando 29 años fan clud…",,AlvaradoAlfaro,Alejandra271176
766,Alejandra271176,leonardofarkas,Directed,846,,,1,19964,545,543,2017-09-22,"('Alejandra271176', 'leonardofarkas')","rt @alvaradoalfaro: @leonardofarkas @chicasdecalipso te esperamos con mucho cariño
#ayudando 29 años fan clud…",,leonardofarkas,Alejandra271176
769,TAKEBACKOCH,SoyOscarCorrea,Directed,849,,,1,20015,596,594,2017-09-22,"('TAKEBACKOCH', 'SoyOscarCorrea')",rt @soyoscarcorrea: una gran experiencia en #miami muchas gracias @ma_camiladiaz  juuanjaller @carmen_snm @paniagua… https://t.co/fvvalowr87,,SoyOscarCorrea,TAKEBACKOCH
770,TAKEBACKOCH,ma_camiladiaz,Directed,850,,,1,20016,597,595,2017-09-22,"('TAKEBACKOCH', 'ma_camiladiaz')",rt @soyoscarcorrea: una gran experiencia en #miami muchas gracias @ma_camiladiaz  juuanjaller @carmen_snm @paniagua… https://t.co/fvvalowr87,,ma_camiladiaz,TAKEBACKOCH
771,TAKEBACKOCH,carmen_snm,Directed,851,,,1,20017,598,596,2017-09-22,"('TAKEBACKOCH', 'carmen_snm')",rt @soyoscarcorrea: una gran experiencia en #miami muchas gracias @ma_camiladiaz  juuanjaller @carmen_snm @paniagua… https://t.co/fvvalowr87,,carmen_snm,TAKEBACKOCH
772,TAKEBACKOCH,paniagua,Directed,852,,,1,20018,599,597,2017-09-22,"('TAKEBACKOCH', 'paniagua')",rt @soyoscarcorrea: una gran experiencia en #miami muchas gracias @ma_camiladiaz  juuanjaller @carmen_snm @paniagua… https://t.co/fvvalowr87,,paniagua,TAKEBACKOCH
773,JulioCesarAscan,pictoline,Directed,854,,,1,20033,614,612,2017-09-22,"('JulioCesarAscan', 'pictoline')","rt @pictoline: a los rescatistas, brigadistas, voluntarios…
y a toda la gente chingona que ayuda:

gracias 🙌 🇲🇽 https://t.co/dxxmkiumek",,pictoline,JulioCesarAscan
774,WandaSoler2,soyEdipo,Directed,855,,,1,20039,620,618,2017-09-22,"('WandaSoler2', 'soyEdipo')","rt @soyedipo: @adamonzon toa baja está destruido. por favor envíen ayuda.

#huracanemaria https://t.co/gekag5zsfy",,soyEdipo,WandaSoler2
775,WandaSoler2,adamonzon,Directed,856,,,1,20040,621,619,2017-09-22,"('WandaSoler2', 'adamonzon')","rt @soyedipo: @adamonzon toa baja está destruido. por favor envíen ayuda.

#huracanemaria https://t.co/gekag5zsfy",,adamonzon,WandaSoler2
776,ShuVinilica,LasNoticiasDF,Directed,857,,,1,20065,646,644,2017-09-22,"('ShuVinilica', 'LasNoticiasDF')","rt @lasnoticiasdf: si tú o algún conocido presenta alguno de los síntomas enlistados, no dudes en llamar #ayudaméxico #fuerzaméxico…",,LasNoticiasDF,ShuVinilica
777,Janet79310229,Galoecuador,Directed,858,,,1,20101,682,680,2017-09-22,"('Janet79310229', 'Galoecuador')","rt @galoecuador: han sido días intensos, poco descanso, no hay agua potable, tampoco electricidad, el panorama de recuperación... https://t…",,Galoecuador,Janet79310229
